id;filename;text;augmentation_type;difficulté_verbalisation;
282_contextual;Entretien 01 24.10.03 02_traitement_A;La matière déjà à quoi cela peint, ensuite'est des plaques de verre.;contextual;0.0;
282_original;Entretien 01 24.10.03 02_traitement_A;La matière déjà sur laquelle on peint, c'est des feuilles de verre.;original;0.0;
282_swap;Entretien 01 24.10.03 02_traitement_A;La matière sur laquelle déjà on c peint, ' des est feuilles de verre.;swap;0.0;
282_translation;Entretien 01 24.10.03 02_traitement_A;Le matériau sur lequel on peint est des feuilles de verre.;translation;0.0;
283_contextual;Entretien 01 24.10.03 02_traitement_A;Le' est les femmes qu'on a coupée totalement en 2 la veille peut- hélas.;contextual;0.0;
283_original;Entretien 01 24.10.03 02_traitement_A;C'est les mêmes qu'on a coupées en amont la veille peut-être.;original;0.0;
283_swap;Entretien 01 24.10.03 02_traitement_A;C ' les est mêmes qu ' a on coupées en la amont veille peut être -.;swap;0.0;
283_translation;Entretien 01 24.10.03 02_traitement_A;Ils sont les mêmes que ceux qu'on a coupés la veille.;translation;0.0;
284_contextual;Entretien 01 24.10.03 02_traitement_A;Donc on l' ai vraiment rencontré.;contextual;0.0;
284_original;Entretien 01 24.10.03 02_traitement_A;Donc tu l'as déjà rencontré.;original;0.0;
284_swap;Entretien 01 24.10.03 02_traitement_A;Donc tu ' l rencontré as déjà.;swap;0.0;
284_translation;Entretien 01 24.10.03 02_traitement_A;Donc tu l'as déjà rencontré.;translation;0.0;
285_contextual;Entretien 01 24.10.03 02_traitement_A;Ce verre, ceci n'est pas seulement que du produisons, il est moulé dans des verre basés en Belgique.;contextual;0.0;
285_original;Entretien 01 24.10.03 02_traitement_A;Ce verre, ce n'est pas nous qui le produisons, il est produit par des verreries en amont.;original;0.0;
285_swap;Entretien 01 24.10.03 02_traitement_A;Ce, verre n ce est ' pas nous qui le produisons, il est des produit verreries par amont en.;swap;0.0;
285_translation;Entretien 01 24.10.03 02_traitement_A;Ce verre n'est pas produit par nous, mais par des usines de verre en amont.;translation;0.0;
286_contextual;Entretien 01 24.10.03 02_traitement_A;Nous, on la conserve sous forme de sandwich.;contextual;0.0;
286_original;Entretien 01 24.10.03 02_traitement_A;Nous, on le reçoit sous forme de plaques.;original;0.0;
286_swap;Entretien 01 24.10.03 02_traitement_A;, nous on sous le reçoit forme de plaques.;swap;0.0;
286_translation;Entretien 01 24.10.03 02_traitement_A;On l'obtiendra sous forme de disques.;translation;0.0;
287_contextual;Entretien 01 24.10.03 02_traitement_A;Dès moment où on vient les visiter, on prépare toute peinture.;contextual;0.0;
287_original;Entretien 01 24.10.03 02_traitement_A;Au moment où on vient le peindre, on prépare notre peinture.;original;0.0;
287_swap;Entretien 01 24.10.03 02_traitement_A;Moment au où on vient le peindre, on prépare peinture notre.;swap;0.0;
287_translation;Entretien 01 24.10.03 02_traitement_A;Quand on le peindra, on préparera notre tableau.;translation;0.0;
288_contextual;Entretien 01 24.10.03 02_traitement_A;Là, c'est des  planss solides qui sont préparés bien en amont avec mes copains qui font de pleine démolition ou de la'é ....;contextual;0.0;
288_original;Entretien 01 24.10.03 02_traitement_A;Là, c'est des oxydes métalliques qui sont préparés aussi en amont par des entreprises qui font de la peinture ou de l'émail.;original;0.0;
288_swap;Entretien 01 24.10.03 02_traitement_A;Là, c ' est des oxydes qui sont métalliques préparés aussi amont en par des entreprises qui de font la peinture de l ou '. émail;swap;0.0;
288_translation;Entretien 01 24.10.03 02_traitement_A;Ce sont des oxydes métalliques qui sont également préparés par des entreprises qui fabriquent de la peinture ou des émails.;translation;0.0;
289_contextual;Entretien 01 24.10.03 02_traitement_A;Ci'est des personnes que nous, on peut changer eux-mêmes, mais qui répondaient leurs compétences et aux notions de durabilité dans nos temps.;contextual;0.0;
289_original;Entretien 01 24.10.03 02_traitement_A;C'est des choses que nous, on peut préparer nous-mêmes, mais qui impliqueraient des recherches et des notions de durabilité dans le temps.;original;0.0;
289_swap;Entretien 01 24.10.03 02_traitement_A;Est c ' des que choses nous, peut on nous préparer mêmes -, mais impliqueraient qui des recherches et des notions de durabilité temps dans le.;swap;0.0;
289_translation;Entretien 01 24.10.03 02_traitement_A;Ce sont des choses que nous pouvons préparer nous-mêmes, mais qui incluraient la recherche et les concepts de durabilité dans le temps.;translation;0.0;
28_contextual;Entretien 01 24.10.03 01_traitement_A;Et ces souvenirs, vraiment fin progressivement, ça dépendait.;contextual;0.0;
28_original;Entretien 01 24.10.03 01_traitement_A;Et des fois, on finissait, ça dépendait.;original;0.0;
28_swap;Entretien 01 24.10.03 01_traitement_A;Et fois des on, finissait ça, dépendait.;swap;0.0;
28_translation;Entretien 01 24.10.03 01_traitement_A;Et parfois, nous avons fini, ça dépendait.;translation;0.0;
290_contextual;Entretien 01 24.10.03 02_traitement_A;j 'achète toute manière.;contextual;0.0;
290_original;Entretien 01 24.10.03 02_traitement_A;On l'achète toute prête.;original;0.0;
290_swap;Entretien 01 24.10.03 02_traitement_A;L on ' prête achète toute.;swap;0.0;
290_translation;Entretien 01 24.10.03 02_traitement_A;On l'achète aussi loin que possible.;translation;0.0;
291_contextual;Entretien 01 24.10.03 02_traitement_A;il' utilisait de la poudre, un'est de  minerais exotiques et du plomb.;contextual;0.0;
291_original;Entretien 01 24.10.03 02_traitement_A;C'est de la poudre, c'est des oxydes métalliques et du plomb.;original;0.0;
291_swap;Entretien 01 24.10.03 02_traitement_A;C ' la est, de poudre c ' est des métalliques oxydes et du. plomb;swap;0.0;
291_translation;Entretien 01 24.10.03 02_traitement_A;C'est de la poudre, des oxydes de métal et du plomb.;translation;0.0;
292_contextual;Entretien 01 24.10.03 02_traitement_A;Avant installation, on va la déposer en solide matière pratiquementléable et applicable au plâtre.;contextual;0.0;
292_original;Entretien 01 24.10.03 02_traitement_A;Cette poudre, on va la transformer en une matière malléable et applicable au pinceau.;original;0.0;
292_swap;Entretien 01 24.10.03 02_traitement_A;Cette, poudre on va la en transformer une matière et malléable au applicable. pinceau;swap;0.0;
292_translation;Entretien 01 24.10.03 02_traitement_A;Cette poudre est transformée en matériau moule approprié pour le pinceau.;translation;0.0;
293_contextual;Entretien 01 24.10.03 02_traitement_A;Cette cire, tu peut la mélanger à de l'eau et des  trucs culinaire comme les gomme et pique.;contextual;0.0;
293_original;Entretien 01 24.10.03 02_traitement_A;Cette poudre, on peut la mélanger à de l'eau avec des additifs comme la gomme arabique.;original;0.0;
293_swap;Entretien 01 24.10.03 02_traitement_A;Cette on poudre, peut mélanger la à de l ' avec eau des comme additifs la arabique gomme.;swap;0.0;
293_translation;Entretien 01 24.10.03 02_traitement_A;Cette poudre peut être mélangée avec de l'eau avec des additifs comme le caoutchouc arabe.;translation;0.0;
294_contextual;Entretien 01 24.10.03 02_traitement_A;Qui peut la mélanger à un caramel ou les couleurs qu'on a en tête, tout en gardant certaines propriétés.;contextual;0.0;
294_original;Entretien 01 24.10.03 02_traitement_A;On peut la mélanger à du vinaigre selon les résultats qu'on a en tête, tout en connaissant ses propriétés.;original;0.0;
294_swap;Entretien 01 24.10.03 02_traitement_A;On peut mélanger à la du selon vinaigre les résultats qu ' on a en tout tête, ses en connaissant propriétés.;swap;0.0;
294_translation;Entretien 01 24.10.03 02_traitement_A;On peut les mélanger avec du vinaigre, selon les résultats que l'on a dans la tête et en même temps connaître ses propriétés.;translation;0.0;
295_contextual;Entretien 01 24.10.03 02_traitement_A;On apprend que le plomb l'aime pas l'acidité, donc moi j l' rince au vinaigre tout le long terme, le plomb peut se rsocier aux deuxoxydes métalliques, donc mal se vitr</s>NOTUSED.;contextual;0.0;
295_original;Entretien 01 24.10.03 02_traitement_A;On sait que le plomb n'aime pas l'acidité, donc si on l'applique au vinaigre sur le long terme, le plomb peut se dissocier des oxydes métalliques, donc mal se vitrifier.;original;0.0;
295_swap;Entretien 01 24.10.03 02_traitement_A;On sait que le plomb ' aime pas n l ' acidité, donc si l on ' applique au vinaigre le sur terme long, plomb le peut dissocier se oxydes des métalliques, donc mal vitrifier se.;swap;0.0;
295_translation;Entretien 01 24.10.03 02_traitement_A;On sait que le plomb n'aime pas l'acide, c'est-à-dire que s'il est appliqué sur le vinaigre à long terme, le plomb peut se distraire des oxydes métalliques et se vitrer mal.;translation;0.0;
296_contextual;Entretien 01 24.10.03 02_traitement_A;Ils y a des connaissances fondamentales acquérir là- ou.;contextual;0.0;
296_original;Entretien 01 24.10.03 02_traitement_A;Il y a des connaissances à avoir là-dedans.;original;0.0;
296_swap;Entretien 01 24.10.03 02_traitement_A;Il y des a à connaissances là avoir dedans -.;swap;0.0;
296_translation;Entretien 01 24.10.03 02_traitement_A;Il y a des amis qui doivent être là-dedans.;translation;0.0;
297_contextual;Entretien 01 24.10.03 02_traitement_A;On cherche quelques peinture avec des corps longs pour permettre des bellespositions des vrais corps maigres portés dessous.;contextual;0.0;
297_original;Entretien 01 24.10.03 02_traitement_A;On prépare la peinture avec des corps gras pour permettre des superpositions sur les corps maigres en dessous.;original;0.0;
297_swap;Entretien 01 24.10.03 02_traitement_A;On peinture prépare la avec des corps gras permettre pour superpositions sur des les maigres corps en dessous.;swap;0.0;
297_translation;Entretien 01 24.10.03 02_traitement_A;La couleur est préparée avec des corps gras pour permettre la superposition sur les corps maigres en dessous.;translation;0.0;
298_contextual;Entretien 01 24.10.03 02_traitement_A;C'est- t-dire qu' elles veut peindre dans l'eau, puis pas au-dessus mais l' air à pouvoir faire vos super peinturess.;contextual;0.0;
298_original;Entretien 01 24.10.03 02_traitement_A;C'est-à-dire qu'on peut peindre à l'eau, puis par au-dessus à l'essence pour pouvoir faire des superpositions.;original;0.0;
298_swap;Entretien 01 24.10.03 02_traitement_A;Est c ' à - - dire qu ' peut on peindre l à eau ', puis par au dessus - à l ' essence pouvoir pour superpositions faire des.;swap;0.0;
298_translation;Entretien 01 24.10.03 02_traitement_A;C'est-à-dire que vous pouvez peindre avec de l'eau, puis au-dessus de l'essence pour faire des superpositions.;translation;0.0;
299_contextual;Entretien 01 24.10.03 02_traitement_A;Après, peut-être trop ... nous'égare un beaucoup.;contextual;1.0;
299_original;Entretien 01 24.10.03 02_traitement_A;Après, peut-être que je m'égare un peu.;original;1.0;
299_swap;Entretien 01 24.10.03 02_traitement_A;, après peut - être je que m ' un égare. peu;swap;1.0;
299_translation;Entretien 01 24.10.03 02_traitement_A;Je me trompe peut-être un peu.;translation;1.0;
29_contextual;Entretien 01 24.10.03 01_traitement_A;Si on avait quelques séries régulières, des fois, 17h ...;contextual;0.0;
29_original;Entretien 01 24.10.03 01_traitement_A;Si on avait des heures sup, des fois, 17h30.;original;0.0;
29_swap;Entretien 01 24.10.03 01_traitement_A;Si on avait heures des sup des, 17h30 fois,.;swap;0.0;
29_translation;Entretien 01 24.10.03 01_traitement_A;Si on avait des heures sup, parfois à 17 h 30.;translation;0.0;
2_contextual;Entretien 01 24.10.03 01_traitement_A;Dans l' ensemble SU;contextual;0.0;
2_original;Entretien 01 24.10.03 01_traitement_A;Dans l'entreprise ?;original;0.0;
2_swap;Entretien 01 24.10.03 01_traitement_A;L dans '? entreprise;swap;0.0;
2_translation;Entretien 01 24.10.03 01_traitement_A;À l'entreprise ?;translation;0.0;
300_contextual;Entretien 01 24.10.03 02_traitement_A;Le moment qu quelle préparation finit ta peinture haut de la palette, c'est un côté un peu médi... !.;contextual;0.0;
300_original;Entretien 01 24.10.03 02_traitement_A;Le moment de la préparation de la peinture et de la palette, c'est un moment un peu méditatif.;original;0.0;
300_swap;Entretien 01 24.10.03 02_traitement_A;Le moment de de la préparation la et peinture de palette la, c ' est un moment un méditatif peu.;swap;0.0;
300_translation;Entretien 01 24.10.03 02_traitement_A;Le moment de préparer la couleur et la palette est un peu méditatif.;translation;0.0;
301_contextual;Entretien 01 24.10.03 02_traitement_A;On le écrase directement les pigments, on le mélanger la poudre, et selon l'état d'esprit dans lequel on est, si on est un peu fatigué, puis on est un peu lunaire, on peut se perdre on juste écrase simplement les pigment ensemble pendant 15 minutes sans trop'en tenir compte.;contextual;0.0;
301_original;Entretien 01 24.10.03 02_traitement_A;On va écraser les pigments, on va mélanger la palette, et selon l'état d'esprit dans lequel on est, si on est un peu fatigué, si on est un peu lunaire, on peut se perdre et juste écraser les pigments pendant 15 minutes sans s'en rendre compte.;original;0.0;
301_swap;Entretien 01 24.10.03 02_traitement_A;On va écraser pigments les on, va mélanger palette la, et selon l ' état d ' dans esprit lequel on est, on si est un peu fatigué, on si est un lunaire peu, on se peut perdre et juste écraser les pendant 15 pigments minutes sans s ' en rendre compte.;swap;0.0;
301_translation;Entretien 01 24.10.03 02_traitement_A;On écrase les pigments, on mélange la palette, et selon l'esprit dans lequel on est, quand on est un peu fatigué, quand on est un peu lunaire, on peut se perdre et simplement écraser les pigments pendant 15 minutes sans le remarquer.;translation;0.0;
302_contextual;Entretien 01 24.10.03 02_traitement_A;Donc oui, on constate une certaine attention dans cette matière historique, à mon goût, est essentielle, puisque cette matière, autrui veut se transformer, et doit la sublimer pour en faire des images qui viennent éclairer notre esprit.;contextual;0.0;
302_original;Entretien 01 24.10.03 02_traitement_A;Et là, on met une certaine attention dans cette matière qui, à mon goût, est essentielle, puisque cette matière, on va la transformer, on va la sublimer pour en faire des images qui viennent de notre esprit.;original;0.0;
302_swap;Entretien 01 24.10.03 02_traitement_A;Là et, on met une certaine attention dans matière cette qui, mon à, goût est essentielle, puisque cette matière, on va transformer la on, va la sublimer pour en faire des images qui viennent de notre esprit.;swap;0.0;
302_translation;Entretien 01 24.10.03 02_traitement_A;Et ici, une certaine attention est portée à cette matière, qui est essentielle à mon goût, parce que cette matière est transformée, elle est sublimée et transformée en images venant de notre esprit.;translation;0.0;
303_contextual;Entretien 01 24.10.03 02_traitement_A;moi c' très important que cet matière vous ai vraiment traitée avec soin et mettre votre énergie dedans parce que derrière, c'est ce qui va permettre pouvoir prendre un nouveau départ.;contextual;0.0;
303_original;Entretien 01 24.10.03 02_traitement_A;Et c'est important que cette matière première soit vraiment traitée avec soin et mettre une énergie dedans parce que derrière, c'est ce qui va permettre de faire un bon boulot.;original;0.0;
303_swap;Entretien 01 24.10.03 02_traitement_A;C et ' est important que cette matière première soit traitée vraiment avec soin et mettre une dedans énergie parce que derrière, c ' est ce qui permettre va de un faire bon. boulot;swap;0.0;
303_translation;Entretien 01 24.10.03 02_traitement_A;Et il est important que cette matière première soit traitée avec soin et qu'elle y mette de l'énergie, car il y aura un bon travail derrière elle.;translation;0.0;
304_contextual;Entretien 01 24.10.03 02_traitement_A;Donc vraiment, la réponse, cette' est la qualité de ta peinture.;contextual;0.0;
304_original;Entretien 01 24.10.03 02_traitement_A;Donc vraiment, la base, c'est la préparation de la peinture.;original;0.0;
304_swap;Entretien 01 24.10.03 02_traitement_A;Vraiment donc la, , base c est ' la préparation la de peinture.;swap;0.0;
304_translation;Entretien 01 24.10.03 02_traitement_A;Vraiment, la base est la préparation de la peinture.;translation;0.0;
305_contextual;Entretien 01 24.10.03 02_traitement_A;Et le moment de terminer' exécution donc, juste y avoir un état où'esprit sur avoir assez vif pour avoir des gestes qui sont japonais, elle sont juste faciles.;contextual;0.0;
305_original;Entretien 01 24.10.03 02_traitement_A;Et au moment de l'application aussi, il y a un état d'esprit à avoir assez vif pour avoir des gestes qui sont japonais, qui sont justes.;original;0.0;
305_swap;Entretien 01 24.10.03 02_traitement_A;Et moment au de l application ' aussi, il un y état a d ' à esprit avoir assez vif pour avoir gestes des qui sont japonais, qui justes sont.;swap;0.0;
305_translation;Entretien 01 24.10.03 02_traitement_A;Et même au moment de l'application, il y a un état d'esprit assez fort pour avoir des gestes qui sont japonais, qui sont justes.;translation;0.0;
306_contextual;Entretien 01 24.10.03 02_traitement_A;Chaque geste doit être bien, et on n' a vraiment trop le droit à Dieu'erreur l on veut qu un repas complet reste bon.;contextual;0.0;
306_original;Entretien 01 24.10.03 02_traitement_A;Chaque geste doit être juste, et on n'a pas trop le droit à l'erreur si on veut avoir un résultat qui est bon.;original;0.0;
306_swap;Entretien 01 24.10.03 02_traitement_A;Chaque geste doit être juste, on et ' n a trop le pas à droit l ' erreur si on veut avoir résultat un qui bon est.;swap;0.0;
306_translation;Entretien 01 24.10.03 02_traitement_A;Chaque geste doit être juste, et vous n'avez pas trop le droit d'avoir des erreurs si vous voulez un résultat qui soit bon.;translation;0.0;
307_contextual;Entretien 01 24.10.03 02_traitement_A;Ben, lui peut simplement corriger, mais si on veut ce film spontané, là, lui faut être toujours dans un esprit du'action, mais tout petit restant concentré aussi parce que si le geste est précipité, ça ne marche pas.;contextual;0.0;
307_original;Entretien 01 24.10.03 02_traitement_A;Effectivement, on peut tout corriger, mais si on veut un résultat spontané, là, il faut être plutôt dans un esprit d'action, mais tout en restant calme aussi parce que si le geste est précipité, ça ne marche pas.;original;0.0;
307_swap;Entretien 01 24.10.03 02_traitement_A;Effectivement, on peut tout corriger, mais si on veut un résultat spontané, là, faut il plutôt être dans un esprit d ' action, tout en mais restant calme parce si aussi que geste le est précipité, ça ne marche pas.;swap;0.0;
307_translation;Entretien 01 24.10.03 02_traitement_A;Oui, on peut tout corriger, mais si on veut un résultat spontané, il faut être dans l'esprit de l'action, mais aussi rester calme, parce que quand le geste est précipité, ça ne marche pas.;translation;0.0;
308_contextual;Entretien 01 24.10.03 02_traitement_A;C'est pour ça que c'est une étape qui me parle aussi parce que'on est calme tout au long - ça'est vraiment à ce moment- parce que cette matière qui, à la surface, devient une poudre l'oxyde qui n'a vraiment rien de noble, d'ailleurs qui, de base, pour notre santé, est tellement n eive.;contextual;0.0;
308_original;Entretien 01 24.10.03 02_traitement_A;C'est pour ça que c'est une étape qui me parle aussi parce qu'on est calme tout le long et c'est vraiment à ce moment-là que cette matière qui, à la base, est une poudre d'oxyde qui n'a vraiment rien de noble, d'ailleurs qui, de base, pour notre santé, est très nocive.;original;0.0;
308_swap;Entretien 01 24.10.03 02_traitement_A;C ' pour est que ça c ' est une étape qui me parle aussi parce qu ' on est calme tout le long et c ' est à vraiment ce moment - là que matière cette qui, à la base est, une d poudre ' oxyde qui n ' a vraiment rien de, noble d ' ailleurs qui, de base, pour notre santé, très est nocive.;swap;0.0;
308_translation;Entretien 01 24.10.03 02_traitement_A;C'est pourquoi c'est un pas qui me parle aussi parce que nous sommes calmes tout le temps, et c'est vraiment à ce moment-là que cette matière, qui est à la base une poudre d'oxyde qui n'a vraiment rien de noble, d'ailleurs, qui est fondamentalement très nuisible à notre santé.;translation;0.0;
309_contextual;Entretien 01 24.10.03 02_traitement_A;J trouve qu'il y a bon amour qui était mis dans ta réflexion pour la comprendre et parfois transformer.;contextual;0.0;
309_original;Entretien 01 24.10.03 02_traitement_A;Je trouve qu'il y a un amour qui est mis dans cette matière pour la sublimer et la transformer.;original;0.0;
309_swap;Entretien 01 24.10.03 02_traitement_A;Je trouve qu ' il y a amour un qui est mis cette dans matière pour sublimer la la et transformer.;swap;0.0;
309_translation;Entretien 01 24.10.03 02_traitement_A;Je pense qu'il y a un amour qui est placé dans cette matière pour l'élever et la transformer.;translation;0.0;
30_contextual;Entretien 01 24.10.03 01_traitement_A;Des fois, encore grandes possibilités sup, sur h.;contextual;0.0;
30_original;Entretien 01 24.10.03 01_traitement_A;Des fois, encore 2 heures sup, 16h.;original;0.0;
30_swap;Entretien 01 24.10.03 01_traitement_A;Des fois, encore 2 heures, sup 16h.;swap;0.0;
30_translation;Entretien 01 24.10.03 01_traitement_A;Parfois, 2 heures supplémentaires, 16 heures.;translation;0.0;
310_contextual;Entretien 01 24.10.03 02_traitement_A;Donc, ensuite température, l'application, et y y a ce Verre aussi car ce verre, à zéro pression, on doit pouvoir cuire pour vittifier des peintures.;contextual;0.0;
310_original;Entretien 01 24.10.03 02_traitement_A;Donc, la préparation, l'application, et il y a ce moment aussi où ce verre, à la fin, on doit le cuire pour vitrifier les peintures.;original;0.0;
310_swap;Entretien 01 24.10.03 02_traitement_A;La donc préparation, , l ' application, et y il a ce aussi moment où ce, verre la à, fin on doit le cuire pour vitrifier. les peintures;swap;0.0;
310_translation;Entretien 01 24.10.03 02_traitement_A;Donc, la préparation, l'application, et il ya aussi ce moment où ce verre, à la fin, nous devons le faire cuire pour les coloris.;translation;0.0;
311_contextual;Entretien 01 24.10.03 02_traitement_A;..., là, ça va, ça a des fours qui sont corrects, ou ça peut venir que des pièces cassent dans le four en fonction de ...'il y eu des chocs éventuels ou il y a des choses, des fois, qu'on les pouvaient pas faire.;contextual;0.0;
311_original;Entretien 01 24.10.03 02_traitement_A;Bon, là, ça va, on a des fours qui sont corrects, mais ça peut arriver que des pièces cassent dans le four en fonction de s'il y a des chocs thermiques ou il y a des choses, des fois, qu'on ne peut pas prévoir.;original;0.0;
311_swap;Entretien 01 24.10.03 02_traitement_A;Bon, là, ça va, a des on fours qui sont corrects mais, ça arriver peut que des pièces cassent dans le en four fonction de s ' il y a des chocs thermiques ou y il a des choses, fois des qu, ' on ne peut pas prévoir.;swap;0.0;
311_translation;Entretien 01 24.10.03 02_traitement_A;Ok, c'est bon, nous avons des fours qui sont justes, mais parfois des pièces se cassent dans le four, selon qu'il y a des chocs thermiques, ou il y a des choses qu'on ne peut pas prévoir parfois.;translation;0.0;
312_contextual;Entretien 01 24.10.03 02_traitement_A;Effectivement, Pascal, avec le temps sur l'expérience, ça perd tout ça, alors il y a déjà, des fois, notre part d' ééatoire qui détruit même les plus beauxs.;contextual;0.0;
312_original;Entretien 01 24.10.03 02_traitement_A;Effectivement, évidemment, avec le temps et l'expérience, on gère tout ça, mais il y a toujours, des fois, une part d'aléatoire qui surprend même les plus aguerris.;original;0.0;
312_swap;Entretien 01 24.10.03 02_traitement_A;Effectivement, , évidemment le avec temps l ' et expérience, on gère tout ça mais, il y a toujours, des, fois une part d aléatoire ' qui surprend les même. plus aguerris;swap;0.0;
312_translation;Entretien 01 24.10.03 02_traitement_A;Oui, bien sûr, avec le temps et l'expérience... c'est tout, mais il y a toujours, parfois, une partie du hasard qui surprend même les plus audacieux.;translation;0.0;
313_contextual;Entretien 01 24.10.03 02_traitement_A;Et bien, c' plus intéressant aussi parce j'en fait, on n'est le maître autant que ça qu' Dieu trouve.;contextual;0.0;
313_original;Entretien 01 24.10.03 02_traitement_A;Et ça, c'est intéressant aussi parce qu'en fait, on n'est pas maître de tout ce qu'on fait.;original;0.0;
313_swap;Entretien 01 24.10.03 02_traitement_A;Et, ça c ' est aussi parce intéressant qu en ', fait on n ' est pas maître tout de ce qu ' on. fait;swap;0.0;
313_translation;Entretien 01 24.10.03 02_traitement_A;Et c'est aussi intéressant parce que nous n'avons pas vraiment le contrôle de tout ce que nous faisons.;translation;0.0;
314_contextual;Entretien 01 24.10.03 02_traitement_A;Il qui a toujours une dose d'aléatoire l' en ne va pas surmonter et ça parfois coûte un minimum d'humilité.;contextual;0.0;
314_original;Entretien 01 24.10.03 02_traitement_A;Il y a toujours une part d'aléatoire qu'on ne peut pas contrôler et ça nous redonne un peu d'humilité.;original;0.0;
314_swap;Entretien 01 24.10.03 02_traitement_A;Il y a une toujours part d ' aléatoire qu ' on peut ne pas contrôler et nous ça un redonne d peu '. humilité;swap;0.0;
314_translation;Entretien 01 24.10.03 02_traitement_A;Il y a toujours une partie des coïncidences que nous ne pouvons pas contrôler, et cela nous donne un peu d'humilité.;translation;0.0;
315_contextual;Entretien 01 24.10.03 02_traitement_A;Très pense pour ce matériau qui est sous la même carton, on lui donne aucune forme.;contextual;0.0;
315_original;Entretien 01 24.10.03 02_traitement_A;Je pense que ce matériau qui est sous forme de poudre, on lui donne une forme.;original;0.0;
315_swap;Entretien 01 24.10.03 02_traitement_A;Je que ce pense matériau qui sous forme est de poudre, lui on donne forme une.;swap;0.0;
315_translation;Entretien 01 24.10.03 02_traitement_A;Je pense que ce matériau, qui est sous forme de poudre, existe une forme.;translation;0.0;
316_contextual;Entretien 01 24.10.03 02_traitement_A;Finalement, c' a peut-être trop pont pour un oiseau et vient leler sans terre et lui donner un corps.;contextual;0.0;
316_original;Entretien 01 24.10.03 02_traitement_A;Finalement, c'est peut-être un peu comme un sculpteur qui vient modeler une terre et lui donner un corps.;original;0.0;
316_swap;Entretien 01 24.10.03 02_traitement_A;Finalement c, ' peut - est être un peu comme un sculpteur qui modeler vient terre une et donner lui un corps.;swap;0.0;
316_translation;Entretien 01 24.10.03 02_traitement_A;Après tout, c'est peut-être un peu comme un sculpteur qui forme une terre et lui donne un corps.;translation;0.0;
317_contextual;Entretien 01 24.10.03 02_traitement_A;Personnellement, c'est un mélange atypique aussi.;contextual;;
317_original;Entretien 01 24.10.03 02_traitement_A;Là, c'est un peu ça aussi.;original;;
317_swap;Entretien 01 24.10.03 02_traitement_A;Là, ' c est ça un peu aussi.;swap;;
317_translation;Entretien 01 24.10.03 02_traitement_A;C'est un peu comme ça.;translation;;
318_contextual;Entretien 01 24.10.03 02_traitement_A;On vient lui chercher sa sens à nos propres j'humain.;contextual;0.0;
318_original;Entretien 01 24.10.03 02_traitement_A;On vient lui donner un sens à nos yeux d'humain.;original;0.0;
318_swap;Entretien 01 24.10.03 02_traitement_A;Vient on lui donner un sens à nos d yeux ' humain.;swap;0.0;
318_translation;Entretien 01 24.10.03 02_traitement_A;Nous sommes ici pour lui donner un sens à nos yeux humains.;translation;0.0;
319_contextual;Entretien 01 24.10.03 02_traitement_A;Mais encore trois fois, l'est leur vision de ' Histoire, contemporaine.;contextual;0.0;
319_original;Entretien 01 24.10.03 02_traitement_A;Mais encore une fois, c'est une vision de l'artisan, finalement.;original;0.0;
319_swap;Entretien 01 24.10.03 02_traitement_A;Encore mais une, fois ' c est vision de une ' l artisan, finalement.;swap;0.0;
319_translation;Entretien 01 24.10.03 02_traitement_A;Mais encore une fois, c'est une vision de l'artisan, enfin.;translation;0.0;
31_contextual;Entretien 01 24.10.03 01_traitement_A;Elle'était plus variable.;contextual;0.0;
31_original;Entretien 01 24.10.03 01_traitement_A;C'était très variable.;original;0.0;
31_swap;Entretien 01 24.10.03 01_traitement_A;C était ' variable très.;swap;0.0;
31_translation;Entretien 01 24.10.03 01_traitement_A;C'était très différent.;translation;0.0;
320_contextual;Entretien 01 24.10.03 02_traitement_A;Il pleut, donc.;contextual;0.0;
320_original;Entretien 01 24.10.03 02_traitement_A;Il vit, justement.;original;0.0;
320_swap;Entretien 01 24.10.03 02_traitement_A;Il, justement vit.;swap;0.0;
320_translation;Entretien 01 24.10.03 02_traitement_A;Il est en vie.;translation;0.0;
321_contextual;Entretien 01 24.10.03 02_traitement_A;Parce que pourtant il était inerte ou qu'il est bien celui d' humain, il est immobile, mais ne bouge pas.;contextual;0.0;
321_original;Entretien 01 24.10.03 02_traitement_A;Parce que quand il est inerte et qu'il est sous forme d'oxyde, il est là, il ne bouge pas.;original;0.0;
321_swap;Entretien 01 24.10.03 02_traitement_A;Parce que il quand est inerte qu et ' il est forme d sous ', oxyde il est, là ne il pas bouge.;swap;0.0;
321_translation;Entretien 01 24.10.03 02_traitement_A;Car s'il est inerte et sous forme d'oxyde, il ne bouge pas.;translation;0.0;
322_contextual;Entretien 01 24.10.03 02_traitement_A;Mais là, peut-être qu' Il avait trouvait une solution.;contextual;0.0;
322_original;Entretien 01 24.10.03 02_traitement_A;Et là, peut-être qu'on lui donne une vie.;original;0.0;
322_swap;Entretien 01 24.10.03 02_traitement_A;Et peut là, - être qu on ' lui donne une vie.;swap;0.0;
322_translation;Entretien 01 24.10.03 02_traitement_A;Et peut-être lui donnerons-nous une vie.;translation;0.0;
323_contextual;Entretien 01 24.10.03 02_traitement_A;–, selon notre promenade à cheval, finalement.;contextual;;
323_original;Entretien 01 24.10.03 02_traitement_A;Enfin, selon notre sens à nous, finalement.;original;;
323_swap;Entretien 01 24.10.03 02_traitement_A;, enfin notre selon sens à nous, . finalement;swap;;
