filename;text;word_count;note_bert_intimité;note_bert_fertilité du language;note_bert_fluidité;note_bert_émotions;note_bert_imaginaire;note_bert_ expert;note_bert_Vulnerable;note_bert_difficulté verbalisation;cluster;residual
Entretien 01 25.03.13 03_traitement_A;Je trouve que c'est un peu un matériau vivant, même si c'est de la peau d'un animal mort.;18;5.46;3.33;1.29;3.33;3.82;4.8;1.39;1.1;1.0;0.11280000000000445
Entretien 01 25.03.13 03_traitement_A;Il demande du respect.;4;4.38;0.79;1.13;1.19;0.68;1.54;3.95;1.5;4.0;0.2961000000000009
Entretien 01 25.03.13 03_traitement_A;Il faut qu'il soit respecté ce matériau.;7;4.56;1.3;0.76;2.76;1.24;2.51;3.59;1.83;3.0;0.07479999999999798
Entretien 01 25.03.13 03_traitement_A;On dit que le cuir est une matière noble.;9;2.69;2.59;2.04;0.66;0.91;5.58;0.82;0.97;0.0;-0.09229999999999805
Entretien 01 25.03.13 03_traitement_A;Ça sous-entend qu'il faut prendre soin de lui.;8;5.12;2.62;3.44;3.28;1.67;3.57;5.14;2.05;1.0;-0.0486000000000022
Entretien 01 25.03.13 03_traitement_A;Le cuir, c'est quelque chose qui est fragile, qui se raye, qu'on doit manipuler avec des outils, avec précaution.;19;1.4;3.52;3.47;0.82;0.8;5.42;2.12;1.52;0.0;-2.145600000000001
Entretien 01 25.03.27 01_traitement_A;Depuis 6 mois.;3;3.08;0.72;0.69;0.74;0.77;0.36;0.79;0.74;0.0;0.14729999999999777
Entretien 01 25.03.27 01_traitement_A;C'est ça.;2;4.76;1.3;0.73;0.94;1.11;0.69;0.63;0.85;4.0;-0.0035999999999942744
Entretien 01 25.03.27 01_traitement_A;Là où je travaille ?;5;2.84;0.91;0.96;1.65;0.51;0.45;1.5;1.51;3.0;-0.8878999999999988
Entretien 01 25.03.27 01_traitement_A;Alors, j'arrive, j'allume les glory, ensuite je passe le ménage, je fais le balai, parce que le soir, on reste jusqu'à la fin, et donc au moment où on a fini notre travail, c'est l'heure de partir.;37;5.81;3.1;2.58;2.42;1.84;3.7;0.9;0.72;1.0;0.5510999999999999
Entretien 01 25.03.27 01_traitement_A;On ne prévoit pas de faire le ménage avant de partir.;11;2.42;1.1;0.78;1.04;0.84;3.31;1.37;1.03;4.0;-0.05689999999999662
Entretien 01 25.03.27 01_traitement_A;Du coup, on le fait le matin, en attendant que les fours chauffent.;13;4.34;0.8;1.56;0.98;0.91;2.98;1.71;1.07;2.0;0.3414000000000059
Entretien 01 25.03.27 01_traitement_A;Ensuite, je mets les cannes à chauffer, en fonction de ce qu'on va faire comme pièce.;16;2.21;0.96;1.42;0.86;1.16;4.25;0.84;1.0;0.0;-0.09080000000000199
Entretien 01 25.03.27 01_traitement_A;Ça peut être des grosses cannes, plus des apports, plus de ferrées, ça dépend.;14;1.53;0.84;0.91;1.36;1.58;3.05;1.07;1.23;4.0;-0.8498000000000003
Entretien 01 25.03.27 01_traitement_A;Ensuite, on discute avec les artistes ou les designers, en fonction s'il y a du nouveau, ce qu'ils veulent faire exactement.;21;3.09;1.4;2.15;1.33;1.96;3.71;1.97;1.15;4.0;-0.5087999999999968
Entretien 01 25.03.27 01_traitement_A;Ensuite, je prépare les couleurs, donc s'il y a de la balotte, s'ils veulent des pièces en couleur, je coupe les morceaux, je les mets à réchauffer, et ensuite, on attaque la pièce.;33;4.31;3.3;2.59;0.87;1.84;4.68;1.2;0.9;2.0;0.06679999999999797
Entretien 01 25.03.27 01_traitement_A;Donc souvent, comme je suis apprenti, c'est pas moi qui réalise la pièce en entier, mais je débute, je prépare la couleur au bout de la canne, je la souffle.;30;5.0;2.6;1.4;1.08;0.95;5.1;1.75;1.31;2.0;0.4778999999999991
Entretien 01 25.03.27 01_traitement_A;Parfois, je fais un cueillage ou deux, et ensuite, après, c'est en fonction de ce qu'il y a besoin.;19;3.43;1.14;1.8;0.89;1.09;5.55;1.47;0.93;0.0;0.2185999999999999
Entretien 01 25.03.27 01_traitement_A;Ensuite, j'aide à ouvrir les portes du glory, à faire un pontil, parfois, dès qu'il y a besoin, en fonction de mes capacités, et toujours dans l'idée d'apprendre.;28;5.37;3.15;2.65;1.04;2.5;5.31;2.01;1.05;2.0;0.8719999999999999
Entretien 01 25.03.27 01_traitement_A;Alors ça, c'est une journée classique.;6;2.55;0.59;0.59;0.58;0.78;1.26;1.16;0.71;0.0;0.22609999999999664
Entretien 01 25.03.27 01_traitement_A;Ensuite, parfois, je suis appelé pour aller parachever les pièces des artistes, soit c'est parce qu'il y a moins de travail à chaud, donc je vais à froid, et sinon, c'est la journée du vendredi, elle est dédiée complètement à...;40;3.87;1.12;1.24;1.9;2.18;2.85;1.14;2.14;3.0;-0.3240999999999996
Entretien 01 25.03.27 01_traitement_A;On souffle pas, il n'y a pas les fours, et le vendredi, on va parachever les pièces qu'on a faites dans la semaine, et puis s'il y en a d'autres à faire, les commandes, voilà.;35;4.35;1.33;1.7;1.58;1.32;3.86;1.36;1.13;3.0;0.13109999999999555
Entretien 01 25.03.27 01_traitement_A;Et une fois qu'on a fini, on éteint les glory, on éteint le chauffe-cannes, on éteint tout, on met l'arche de recuisson en descente, et puis on s'en va.;29;4.32;2.19;2.13;0.9;2.87;4.1;1.37;1.01;2.0;0.01090000000000213
Entretien 01 25.03.27 01_traitement_A;Toutes les pièces qu'on fait en soufflage, on les met à recuire dans un four qui est à 510 degrés, comme ça, pendant qu'on travaille, il est tout le temps à 510, et une fois qu'on a fini notre journée de travail, hop, on les met à redescendre, soit on l'arrête et il y a une inertie, ou soit il y a une courbe de recuisson, donc petit à petit, ça va descendre.;73;5.08;5.4;5.63;1.56;2.56;7.82;3.11;0.97;2.0;-0.4603999999999999
Entretien 01 25.03.27 01_traitement_A;Normalement, souvent, le lendemain matin, on récupère les pièces.;9;1.62;0.39;0.74;0.78;0.78;1.55;1.11;0.67;0.0;-0.3140000000000014
Entretien 01 25.03.27 01_traitement_A;Voilà, elles sont à température ambiante, mais parfois, quand c'est des grosses pièces où il y a de la masse, on laisse plus d'une journée...;25;3.25;1.78;1.66;0.93;1.8;1.75;1.21;2.19;4.0;-0.1255000000000006
Entretien 01 25.03.27 01_traitement_A;Je dirais que c'est souffler au pouce, parce qu'il faut aller assez vite, quand même, ne pas perdre l'axe, surtout si on le travaille assez chaud le verre.;28;6.89;5.22;4.3;2.35;2.12;6.67;1.3;1.74;1.0;0.5146000000000077
Entretien 01 25.03.27 01_traitement_A;C'est un geste qui, au début, on ne sait pas trop le faire.;13;6.22;1.93;1.75;1.81;1.04;6.68;4.12;1.83;1.0;0.4576999999999902
Entretien 01 25.03.27 01_traitement_A;Donc on souffle, ensuite on met notre pouce, mais si on ne met pas assez vite, la pression s'en va, et donc la bulle ne sort pas.;27;4.18;3.68;3.06;0.87;1.98;3.74;2.45;3.64;2.0;0.04809999999999537
Entretien 01 25.03.27 01_traitement_A;Ensuite, il y a aussi quelque chose qui est une notion de confiance en soi et confiance en son savoir-faire, parce que parfois, le verre est un peu froid.;29;6.44;3.17;2.8;2.59;3.33;5.78;2.03;0.95;1.0;0.39599999999999635
Entretien 01 25.03.27 01_traitement_A;Donc on souffle au pouce, on laisse le pouce, et la bulle met un peu de temps à venir.;19;3.43;2.51;1.88;1.08;0.93;4.4;2.65;2.65;4.0;-0.12240000000000384
Entretien 01 25.03.27 01_traitement_A;Elle n'arrive pas tout de suite dans la seconde.;9;4.7;0.98;1.07;0.87;1.43;1.27;1.18;0.89;2.0;0.30280000000000484
Entretien 01 25.03.27 01_traitement_A;Elle met une seconde ou deux.;6;3.42;1.26;1.47;0.87;1.17;1.72;1.46;0.64;4.0;0.2006000000000001
Entretien 01 25.03.27 01_traitement_A;Il faut accepter pendant deux secondes de dire, je suis sûr que j'ai bien fait le geste, et là, je garde mon pouce parce que la bulle va arriver.;29;6.37;5.41;4.69;3.59;3.28;8.14;5.08;2.84;1.0;0.011799999999998256
Entretien 01 25.03.27 01_traitement_A;Le problème de ça, c'est que si jamais on n'a pas bien fait le geste, on a attendu deux secondes ou trois ou quatre, et là, le verre commence à refroidir, donc on va recommencer, parce qu'il va falloir quand même ressouffler au pouce.;44;5.83;4.24;4.99;1.77;1.3;5.81;1.96;1.17;1.0;-0.0757999999999992
Entretien 01 25.03.27 01_traitement_A;Là, le verre est froid, alors ça va un peu moins bien sortir.;13;3.67;1.27;1.6;1.19;1.23;1.7;1.14;1.05;4.0;0.04540000000000122
Entretien 01 25.03.27 01_traitement_A;Donc c'est un moment où on se dit, est-ce que je l'ai vraiment bien fait, en tout cas au début ?;21;5.18;1.61;1.3;3.38;1.68;1.97;3.24;2.83;1.0;0.14159999999999684
Entretien 01 25.03.27 01_traitement_A;Est-ce que je l'ai vraiment bien fait ou c'est le verre qui est froid ?;15;4.92;1.54;1.63;2.82;1.42;1.19;1.25;1.61;1.0;0.18519999999999648
Entretien 01 25.03.27 01_traitement_A;Puis on voit la bulle qui arrive.;7;4.86;1.72;0.77;0.56;1.6;3.15;1.18;1.06;2.0;0.5866999999999933
Entretien 01 25.03.27 01_traitement_A;On voit tout de suite si c'est parti de travers.;10;4.95;1.01;0.68;0.81;1.48;3.01;1.84;1.06;2.0;0.6810000000000063
Entretien 01 25.03.27 01_traitement_A;Tout de suite, on va savoir si soit il faut recommencer ou si ça va être compliqué de faire une belle pièce, parce qu'une fois que la bulle est désaxée dans le verre, il va y avoir une épaisseur d'un côté et moins de l'autre, et cette épaisseur-là, on peut la garder tout le long de la pièce.;58;6.28;4.85;4.79;2.52;1.87;6.17;1.89;1.08;1.0;-0.0783999999999887
Entretien 01 25.03.27 01_traitement_A;Si on fait deux, trois, quatre cueillages, c'est compliqué de rectifier, et donc c'est un peu la catastrophe.;18;2.65;0.98;1.37;1.53;2.02;3.67;4.09;1.3;4.0;-0.9139999999999975
Entretien 01 25.03.27 01_traitement_A;Donc c'est un truc qui est important.;7;3.29;1.6;0.87;0.9;2.06;4.62;1.95;2.14;4.0;-0.4673000000000007
Entretien 01 25.03.27 01_traitement_A;Après un beau cueillage, souffler au pouce, c'est un geste un peu caché, parce qu'on le fait vite et souvent les gens pensent qu'on souffle fort, alors que juste un petit coup de souffle, on est tout de suite bloqué parce qu'il y a le verre qu'au bout de notre canne, on sent que ça bloque.;56;7.65;5.5;5.69;2.04;2.28;6.84;1.95;1.18;1.0;0.6490000000000089
Entretien 01 25.03.27 01_traitement_A;On met notre pouce tout de suite.;7;3.93;1.04;0.93;0.63;0.94;2.79;1.28;0.95;0.0;1.488900000000001
Entretien 01 25.03.27 01_traitement_A;Du coup, on a mis de la pression.;8;4.11;0.76;0.94;0.63;0.65;1.72;2.23;1.11;0.0;0.35319999999999396
Entretien 01 25.03.27 01_traitement_A;La canne est chaude, donc l'air se dilate.;8;3.4;1.41;1.46;0.93;1.38;2.67;1.75;1.14;4.0;0.06350000000000122
Entretien 01 25.03.27 01_traitement_A;Il ne peut plus pas sortir du côté de notre pouce parce qu'on a mis notre pouce, donc il sort du côté du verre et ça crée la bulle.;29;6.27;4.05;2.28;1.18;1.27;5.19;0.87;1.09;2.0;2.0641000000000007
Entretien 01 25.03.27 01_traitement_A;Et tout ça tout en tournant pour ne pas que le verre tombe.;13;5.22;1.81;1.7;1.08;1.91;3.09;0.91;1.13;2.0;0.4333999999999918
Entretien 01 25.03.27 01_traitement_A;Donc ça, c'est un geste que j'aime bien.;8;5.49;1.98;1.9;3.81;1.27;4.79;4.82;1.76;1.0;0.22959999999999692
Entretien 01 25.03.27 01_traitement_A;Ça se fait vraiment en une seconde ou deux.;9;2.09;0.92;0.74;0.91;1.12;1.46;0.76;0.98;4.0;-0.5787000000000009
Entretien 01 25.03.27 01_traitement_A;C'est très rapide.;3;4.82;1.09;1.11;1.22;1.5;2.93;1.41;1.29;3.0;0.29360000000000497
Entretien 01 25.03.27 01_traitement_A;Une fois qu'on a cueilli le premier cueillage au bout de la canne, soit on marbre, soit on mailloche, on le met en forme comme on a envie.;28;3.15;2.6;1.7;1.26;1.22;5.12;0.98;1.07;4.0;-0.282099999999998
Entretien 01 25.03.27 01_traitement_A;Et ensuite, tout en tournant, on approche de notre canne, de notre bouche, on souffle tout en tournant un minimum.;20;5.78;1.68;1.35;1.18;3.57;3.78;1.78;1.66;2.0;0.7548000000000084
Entretien 01 25.03.27 01_traitement_A;Des fois, on est un peu à l'arrêt au moment du souffle et c'est pour ça que ce temps d'arrêt, il faut qu'il soit très court, sinon ça désaxe.;29;5.54;3.24;2.1;1.55;2.02;3.99;3.19;0.85;1.0;0.15729999999999578
Entretien 01 25.03.27 01_traitement_A;Donc tac, on souffle, on s'arrête, on continue de tourner, on bloque avec notre pouce.;15;2.91;3.03;2.98;1.0;1.1;3.6;1.48;2.25;4.0;-0.14030000000000165
Entretien 01 25.03.27 01_traitement_A;Ensuite, on peut aussi jauger de lever notre canne ou la baisser.;12;1.93;2.24;2.16;0.65;1.02;4.13;2.15;1.73;0.0;-0.509600000000004
Entretien 01 25.03.27 01_traitement_A;Si on la baisse, si on baisse le bout de notre canne vers le bas, la bulle va sortir, mais le verre va couler aussi, donc on va garder du fond.;31;5.4;2.95;2.55;1.25;1.6;4.46;1.22;1.1;2.0;0.36360000000000436
Entretien 01 25.03.27 01_traitement_A;Si, au contraire, on souffle vers le haut, le verre va descendre et la bulle va percer le fond.;19;3.86;1.1;1.4;0.95;0.98;3.97;1.3;1.04;4.0;0.2043999999999948
Entretien 01 25.03.27 01_traitement_A;C'est déjà les prémices des épaisseurs qu'on veut avoir en fonction du travail qu'on veut faire après.;17;2.93;1.07;1.12;0.82;1.09;4.32;0.85;0.94;0.0;-0.005399999999999405
Entretien 01 25.03.27 01_traitement_A;Déjà, là, c'est 2-3 secondes où tout va se jouer.;10;3.13;1.05;1.12;0.84;0.84;1.23;1.42;1.07;0.0;0.32760000000000167
Entretien 01 25.03.27 01_traitement_A;Si on a mal marbré, mal mailloché, si on souffle de travers, si on est trop vers le haut, trop vers le bas, ça ne va pas faire ce qu'on veut en 3-4 secondes.;34;4.82;3.18;1.69;1.76;1.64;3.57;1.91;1.45;3.0;0.13680000000000447
Entretien 01 25.03.27 01_traitement_A;C'est ça que j'aime bien.;5;5.76;1.57;1.56;4.0;1.62;2.74;1.74;0.99;1.0;0.3209000000000044
Entretien 01 25.03.27 01_traitement_A;Oui, c'est ça.;3;5.04;1.08;0.68;0.95;0.87;0.55;0.82;1.25;4.0;-8.881784197001252e-15
Entretien 01 25.03.27 01_traitement_A;Alors, pendant que je souffle au pouce, je me concentre surtout sur garder l'axe quand je tourne, bien tourner.;19;5.31;3.69;3.04;0.78;2.13;5.67;2.5;1.0;2.0;0.821299999999999
Entretien 01 25.03.27 01_traitement_A;Et sinon, c'est plus l'avant, entre cueillir, bien amorcer, mettre la bonne quantité que je souhaite, faire un beau cueillage, bien rond, qu'il soit beau en soi, ensuite sortir, refroidir ma canne, prendre le temps d'attendre que le verre refroidisse un petit peu, et ensuite marbrer, c'est là où il faut aller tout doux, parce que le verre, quand il sort, il est très très très liquide, et là, s'il est fragile, le moins de choc, il le garde un petit peu.;82;5.78;7.17;8.07;2.45;4.58;9.13;3.94;3.11;1.0;-0.055799999999990746
Entretien 01 25.03.27 01_traitement_A;Donc il faut aller tout doux, on marbre doucement, on amène le verre un peu plus vers l'avant parfois, hop, on marbre, petit à petit, le marbre est froid, donc il est refroidi, ces gestes-là, pour moi, c'est la concentration, d'arriver à faire un beau cylindre, que le bout soit arrondi, parce que déjà, si quand on marbre, il y a déjà des bosses où ce n'est pas beau, il n'y a pas de justice, il faut le faire bien, parce que sinon, ce n'est pas en soufflant au pouce après que tout ça va se remettre bien, c'est faire bien à chaque fois, parfait, un beau cueillage, un beau marbrage, on souffle au pouce, bien dans l'axe, vers le haut, vers le bas, en fonction de ce qu'on souhaite, et là, on a ce qu'on veut, et donc c'est concentration à fond.;143;6.29;5.77;6.72;3.62;4.59;8.79;3.78;3.27;1.0;0.004400000000000404
Entretien 01 25.03.27 01_traitement_A;En tout cas, moi, au début, peut-être qu'avec l'expérience, on se détend un petit peu, mais c'est un moment où il faut être détendu avec le verre, c'est ce que je pense, il faut être doux, mais pas trop stressé, pas d'à-coups, mais il faut être concentré quand même, en tout cas pour moi.;54;7.4;4.52;5.62;3.56;1.52;7.32;2.16;1.83;1.0;0.6938000000000057
Entretien 01 25.03.27 01_traitement_A;Je dirais que le verre est tranquillement en train de dormir dans le four, bien au chaud, bien liquide, à un moment donné, il vient de se faire prélever comme ça, donc il n'a un peu rien demandé, il ne va pas se laisser faire tout le long, il va vouloir tomber, c'est pour ça que nous, parce qu'il y a la gravité, donc on va toujours tourner, donc il va vouloir tomber, au moindre geste vers l'avant ou vers l'arrière, il va s'allonger vers l'avant ou venir sur la canne, ensuite il est chaud, donc quand on l'a accueilli, il nous a réchauffé notre canne, donc on va refroidir, ensuite il va, si on ne fait pas un beau marbrage ou un beau maillochage, ou qu'on a fait des à-coups, qu'on a fait des petites facettes, il va bien le garder en lui, il ne va pas nous pardonner, et puis il nous regarde en nous disant vas-y souffle, souffle, et puis on a mal fait, alors c'est l'erreur, on est trop vers le haut, trop vers le bas, on l'a percé, on n'a pas bien compris que là il était vraiment chaud ou trop froid, on n'a pas bien vu, parce que par exemple si je cueille avec une canne très très très chaude, elle va garder beaucoup plus de chaleur, enfin le verre va rester beaucoup plus chaud, au contraire si je cueille avec une canne qui est froide, ça il ne faut pas le faire, mais là déjà très vite mon verre sera froid, ma bulle va être très éloignée du mors, ça va faire des grosses épaisseurs, par exemple si on veut faire un gobelet, donc c'est tous les détails, la chaleur, le verre il connait tout, mais nous il faut essayer de le comprendre.;300;6.72;6.18;7.06;4.0;6.83;8.42;4.01;4.02;1.0;-0.22050000000000924
Entretien 01 25.03.27 01_traitement_A;De rien.;2;4.28;0.68;0.81;1.28;0.81;0.0;2.41;1.17;4.0;-0.0010999999999894428
Entretien 01 25.03.27 02_traitement_A;Depuis maintenant six mois quelque, c'est ça ?;8;4.25;0.7;0.74;2.71;0.81;0.43;1.23;2.21;3.0;0.1322000000000001
Entretien 01 25.03.27 02_traitement_A;Ça doit être ça.;4;3.96;1.25;1.0;2.04;1.21;0.75;1.58;1.62;3.0;0.03400000000000558
Entretien 01 25.03.27 02_traitement_A;Depuis septembre en fait.;4;3.29;0.82;0.69;0.76;0.78;0.78;0.76;0.44;0.0;0.22730000000000006
Entretien 01 25.03.27 02_traitement_A;En mars, ça doit faire six mois.;7;3.14;0.77;0.91;1.13;0.92;0.69;0.86;1.14;4.0;-0.4322999999999939
Entretien 01 25.03.27 02_traitement_A;En pâte de verre, c'est ça.;6;2.03;0.81;0.68;0.88;0.7;1.17;0.75;0.95;4.0;-1.6096000000000004
Entretien 01 25.03.27 02_traitement_A;C'est un atelier qui s'appelle la fonderie de verre.;9;2.1;1.22;0.92;0.96;1.39;3.79;0.98;0.85;4.0;-0.29719999999999747
Entretien 01 25.03.27 02_traitement_A;C'est un atelier qui fait du coup de la pâte de verre, donc on a beaucoup de four, on travaille surtout à froid.;23;2.5;1.56;1.14;1.28;0.98;4.68;1.08;0.67;4.0;-0.9307000000000003
Entretien 01 25.03.27 02_traitement_A;Et voilà.;2;4.64;0.9;0.9;1.79;0.96;0.45;1.67;1.45;3.0;0.15910000000000757
Entretien 01 25.03.27 02_traitement_A;Alors, en fait, moi j'habite juste à côté de mon atelier, donc déjà j'arrive très rapidement.;16;5.74;1.59;1.42;3.19;2.27;3.9;1.3;0.78;1.0;0.4417999999999971
Entretien 01 25.03.27 02_traitement_A;J'ai très peu de trajet, c'est assez cool.;8;4.77;1.69;1.62;2.22;1.37;2.49;2.57;0.99;3.0;-0.04779999999999607
Entretien 01 25.03.27 02_traitement_A;Donc on commence à neuf heures.;6;2.14;0.65;0.98;0.88;0.92;1.16;1.81;1.87;4.0;-0.5625999999999949
Entretien 01 25.03.27 02_traitement_A;Et donc quand j'arrive, je m'installe.;6;5.98;1.14;1.4;1.12;3.05;1.24;0.86;0.55;2.0;0.7946999999999953
Entretien 01 25.03.27 02_traitement_A;Assez vite, je reprends souvent ce que j'ai commencé la veille.;11;5.51;0.84;1.43;2.58;0.86;2.24;1.28;1.03;1.0;0.43670000000000186
Entretien 01 25.03.27 02_traitement_A;Je m'installe souvent dans l'atelier de cire, où du coup, en fait, on travaille avec une technique qui s'appelle la cire perdue.;22;4.45;3.5;1.78;1.51;1.68;6.63;0.83;1.02;3.0;-0.20129999999999448
Entretien 01 25.03.27 02_traitement_A;Donc en fait, on va travailler une cire qu'on va ensuite couler, qu'on va ensuite coffrer dans un plâtre.;19;1.85;2.09;1.47;1.04;0.77;5.34;1.34;1.66;4.0;-1.660599999999997
Entretien 01 25.03.27 02_traitement_A;Et on va faire fondre la cire pour mettre le verre à la place.;14;4.26;2.19;2.24;0.86;1.71;5.38;0.74;1.15;2.0;0.13260000000000272
Entretien 01 25.03.27 02_traitement_A;Donc c'est ça qu'on appelle la pâte de verre, en fait, et le travail à la cire perdue.;18;3.67;1.8;1.86;1.29;0.88;4.6;0.96;1.53;4.0;0.0818999999999992
Entretien 01 25.03.27 02_traitement_A;Et donc on a beaucoup de cire à retoucher.;9;3.34;1.16;1.2;0.68;1.13;4.77;2.34;1.27;0.0;0.03320000000000256
Entretien 01 25.03.27 02_traitement_A;En fait, on travaille beaucoup pour des designers, donc on a beaucoup de pièces à retoucher, de cire à retoucher.;20;2.12;1.91;1.69;1.26;0.82;5.69;1.16;0.74;4.0;-1.8228000000000018
Entretien 01 25.03.27 02_traitement_A;Donc le matin, quand j'arrive, souvent je reprends la cire de la veille que je n'avais pas finie.;18;5.5;0.97;1.34;0.99;1.34;2.03;1.54;1.29;2.0;0.9916000000000018
Entretien 01 25.03.27 02_traitement_A;J'attends que mon patron arrive.;5;5.66;0.97;0.95;2.66;1.41;1.86;1.92;0.9;1.0;0.5177999999999923
Entretien 01 25.03.27 02_traitement_A;Il arrive vers 9h, 9h05, à peu près en même temps que moi, mais des fois, j'arrive avant lui.;19;5.65;1.24;1.38;1.61;3.08;2.19;2.0;0.92;1.0;0.32520000000000593
Entretien 01 25.03.27 02_traitement_A;Il y a un autre employé aussi.;7;2.81;0.81;0.69;0.91;0.87;3.25;2.51;0.85;4.0;-0.8036999999999987
Entretien 01 25.03.27 02_traitement_A;Et du coup, une fois que mon patron est arrivé, souvent il va me dire, pareil, il va s'installer un petit peu et puis vers 9h30, il va me dire un petit peu ce qu'on a à faire dans la journée.;41;6.25;2.67;2.0;3.41;3.44;4.24;1.86;1.0;1.0;0.23749999999999982
Entretien 01 25.03.27 02_traitement_A;Des fois, je vais préparer du verre pour mettre dans les moules, du coup.;14;1.76;1.25;2.12;0.69;0.77;4.22;0.92;1.22;0.0;-0.47829999999999884
Entretien 01 25.03.27 02_traitement_A;Des fois, je vais retoucher ces cires-là précisément.;8;2.7;0.84;1.11;0.76;1.11;2.55;2.52;1.45;0.0;-0.10539999999999594
Entretien 01 25.03.27 02_traitement_A;Je vais pouvoir faire des fois des élastomères.;8;3.01;1.11;1.13;1.43;1.26;3.41;1.9;1.35;4.0;-0.21269999999999678
Entretien 01 25.03.27 02_traitement_A;En fait, c'est un moule qu'on va mettre par-dessus un objet.;11;3.67;1.71;1.15;0.63;1.9;4.83;1.69;1.02;0.0;0.21770000000000156
Entretien 01 25.03.27 02_traitement_A;Et comme ça, une fois déconstruit, on va pouvoir enlever l'objet.;11;4.62;0.83;1.43;1.47;1.92;2.72;1.85;1.33;3.0;0.2696999999999985
Entretien 01 25.03.27 02_traitement_A;On aura juste le moule dans lequel on va couler la cire, en fait.;14;4.29;2.01;1.53;1.13;1.62;5.09;0.97;1.43;2.0;0.17809999999999526
Entretien 01 25.03.27 02_traitement_A;Et puis donc, la plupart du temps, je vais retoucher des cires, par exemple.;14;2.23;0.98;1.32;0.86;1.03;3.97;1.36;1.41;0.0;-0.21539999999999893
Entretien 01 25.03.27 02_traitement_A;Donc imaginons que je retouche des cires.;7;3.9;2.1;2.07;1.29;2.47;3.3;3.35;1.45;2.0;-0.7958999999999974
Entretien 01 25.03.27 02_traitement_A;Voilà, je vais faire ça jusqu'à midi, jusqu'à 13h.;9;4.1;1.02;0.9;0.79;1.0;2.25;1.1;1.28;0.0;0.49119999999999786
Entretien 01 25.03.27 02_traitement_A;À 13h, je vais aller manger, donc juste à côté, c'est nickel, pareil.;13;3.59;1.88;1.76;1.01;1.03;4.37;1.49;1.3;4.0;0.11130000000000084
Entretien 01 25.03.27 02_traitement_A;Je reviens à 14h et puis pareil, je vais travailler sur mes cires.;13;2.31;0.81;1.11;0.97;1.08;4.22;0.97;1.11;4.0;-0.39910000000000023
Entretien 01 25.03.27 02_traitement_A;Je vais pouvoir démouler aussi.;5;4.97;1.29;1.51;1.07;1.3;4.01;3.1;3.59;2.0;0.2392999999999894
Entretien 01 25.03.27 02_traitement_A;Souvent, l'après-midi, on démoule les objets qu'on a mis dans les fours parce que ça a eu le temps de refroidir.;21;4.53;2.0;2.97;1.21;2.23;3.76;1.73;1.06;2.0;0.08850000000000602
Entretien 01 25.03.27 02_traitement_A;En fait, quand les fours sont…;6;3.2;1.44;2.03;1.06;1.63;2.9;1.64;2.2;4.0;-0.05489999999999595
Entretien 01 25.03.27 02_traitement_A;C'est des cuissons qui durent très très longtemps.;8;1.51;1.69;1.37;1.14;0.87;4.56;0.97;1.82;4.0;-0.9590999999999974
Entretien 01 25.03.27 02_traitement_A;C'est deux, trois semaines, même parfois plus.;7;2.5;0.49;0.7;0.77;0.77;1.09;1.25;0.73;0.0;0.01990000000000025
Entretien 01 25.03.27 02_traitement_A;Mais souvent, ça va être…;5;4.61;1.12;1.15;3.33;1.41;1.43;2.99;2.6;3.0;-0.03870000000000573
Entretien 01 25.03.27 02_traitement_A;Souvent une à deux semaines.;5;1.13;0.77;0.92;0.75;0.91;0.58;1.28;0.59;0.0;-0.2755999999999985
Entretien 01 25.03.27 02_traitement_A;Souvent une à deux semaines.;5;1.13;0.77;0.92;0.75;0.91;0.58;1.28;0.59;0.0;-0.2755999999999985
Entretien 01 25.03.27 02_traitement_A;Trois semaines pour les grosses pièces, plus si vraiment c'est des pièces…;12;2.24;0.87;1.32;1.47;1.37;1.14;1.22;1.72;4.0;-0.445600000000002
Entretien 01 25.03.27 02_traitement_A;Et donc souvent, on éteint les fours qui soient prêts.;10;2.25;0.49;1.04;0.89;1.3;3.3;1.33;1.17;0.0;-0.14870000000000028
Entretien 01 25.03.27 02_traitement_A;On les éteint le matin et comme ça, ça a le temps de refroidir.;14;2.21;1.03;1.73;0.9;0.92;2.7;1.12;0.85;0.0;-0.2204000000000006
Entretien 01 25.03.27 02_traitement_A;Et puis l'après-midi, on va démouler.;6;3.63;0.59;0.86;0.93;1.55;1.03;1.56;1.46;4.0;0.14920000000000178
Entretien 01 25.03.27 02_traitement_A;Souvent, je fais ça l'après-midi, par exemple, où je prépare du verre.;12;1.94;0.77;0.85;0.96;0.89;3.4;0.84;0.88;4.0;-0.619200000000002
Entretien 01 25.03.27 02_traitement_A;Voilà.;1;3.88;1.02;0.81;1.06;0.81;0.22;1.2;1.12;4.0;3.1086244689504383e-15
Entretien 01 25.03.27 02_traitement_A;Voilà, c'est ça.;3;5.1;1.11;0.54;0.77;0.87;0.47;0.59;1.05;4.0;0.5411999999999937
Entretien 01 25.03.27 02_traitement_A;Alors moi, je travaille surtout… Bon, le travail de la pâte de verre, il faut dire que c'est vraiment… C'est assez complexe, pas comme le soufflage.;26;5.5;2.66;1.65;2.51;0.99;6.21;1.2;1.0;1.0;0.4654000000000016
